	55157
TDRD7	687
TDRD9	296
TDRG1	2108
TDRKH	8
TDRKH-AS1	40
TDRP	445
TEAD1	535
TEAD2	161
TEAD3	574
TEAD4	133
TEC	432
TECPR1	620
TECPR2	98
TECR	36
TECRL	2355
TECRP1	168
TECRP2	346
TECTA	258
TECTB	1638
TEDC1	218
TEDC2	31
TEDDM1	180
TEDDM2P	775
TEF	128
TEFM	229
TEK	401
TEKT1	401
TEKT2	120
TEKT3	181
TEKT4	191
TEKT4P2	32
TEKT4P3	262
TEKT5	198
TELO2	83
TEMN3-AS1	427
TEN1	9
TEN1-CDK3	329
TENM1	896
TENM2	3547
TENM3	1511
TENM3-AS1	963
TENM4	626
TENT2	526
TENT4A	257
TENT4B	99
TENT5A	1495
TENT5B	390
TENT5C	1298
TENT5D	1771
TEP1	42
TEPP	821
TEPSIN	167
TERB1	275
TERB2	242
TERC	191
TERF1	230
TERF1P1	2
TERF1P2	27
TERF1P3	769
TERF1P4	1773
TERF1P5	37
TERF1P6	255
TERF1P7	1262
TERF2	40
TERF2IP	1461
TERT	701
TES	1089
TESC	516
TESC-AS1	1804
TESK1	69
TESK2	57
TESMIN	1069
TESPA1	1064
TET1	81
TET1P1	879
TET2	90
TET2-AS1	211
TET3	79
TEX10	635
TEX101	557
TEX11	583
TEX12	91
TEX13A	4497
TEX13B	714
TEX13C	5365
TEX13D	461
TEX14	162
TEX15	357
TEX19	589
TEX2	269
TEX21P	63
TEX22	42
TEX26	835
TEX261	48
TEX264	322
TEX26-AS1	679
TEX28	184
TEX28P1	17
TEX28P2	549
TEX29	1908
TEX30	338
TEX33	299
TEX35	110
TEX36	740
TEX36-AS1	2337
TEX37	674
TEX38	138
TEX41	284
TEX43	716
TEX44	174
TEX45	96
TEX46	358
TEX47	2386
TEX48	63
TEX49	112
TEX50	500
TEX51	1408
TEX52	154
TEX53	209
TEX54	17
TEX55	689
TEX9	153
TF	382
TFAM	415
TFAMP1	278
TFAMP2	407
TFAP2A	431
TFAP2A-AS1	214
TFAP2B	2705
TFAP2C	345
TFAP2D	1569
TFAP2E	430
TFAP4	136
TFB1M	197
TFB2M	50
TFCP2	57
TFCP2L1	910
TFDP1	205
TFDP2	144
TFDP3	517
TFE3	188
TFEB	530
TFEC	389
TFF1	517
TFF2	285
TFF3	1317
TFG	558
TFIP11	105
TFPI	1512
TFPI2	648
TFPT	100
TFR2	272
TFRC	460
TG	491
TGDS	409
TGFA	1637
TGFA-IT1	963
TGFB1	78
TGFB1I1	143
TGFB2	336
TGFB2-AS1	539
TGFB2-OT1	237
TGFB3	353
TGFB3-AS1	281
TGFBI	690
TGFBR1	456
TGFBR2	111
TGFBR3	523
TGFBR3L	73
TGFBRAP1	54
TGIF1	92
TGIF1P1	151
TGIF2	57
TGIF2LX	963
TGIF2LY	17
TGIF2P1	130
TGM1	29
TGM2	300
TGM3	1040
TGM4	48
TGM5	41
TGM6	697
TGM7	178
TGOLN2	72
TGS1	142
TH	852
TH2LCRR	210
THA1P	511
THADA	63
THAP1	156
THAP10	488
THAP11	82
THAP12	417
THAP12P1	470
THAP12P2	1750
THAP12P3	1731
THAP12P4	167
THAP12P5	249
THAP12P6	282
THAP12P7	289
THAP12P8	257
THAP12P9	980
THAP2	41
THAP3	100
THAP4	141
THAP5	442
THAP5P1	375
THAP6	148
THAP7	18
THAP7-AS1	51
THAP8	175
THAP9	125
THAP9-AS1	59
THBD	452
THBS1	821
THBS2	183
THBS3	34
THBS4	530
THEG	291
THEGL	545
THEM4	94
THEM5	96
THEM6	159
THEM7P	1042
THEMIS	1018
THEMIS2	68
THEMIS3P	274
THG1L	272
THNSL1	466
THNSL2	1591
THOC1	435
THOC2	1862
THOC3	103
THOC5	92
THOC6	162
THOC7	448
THOC7-AS1	122
THOP1	130
THORLNC	2726
THPO	546
THRA	61
THRAP3	51
THRAP3P1	832
THRB	35
THRB-AS1	1139
THRB-IT1	339
THRIL	99
THRSP	98
THSD1	131
THSD4	708
THSD4-AS1	1004
THSD7A	1117
THSD7B	955
THSD8	9
THTPA	33
THUMPD1	233
THUMPD1P1	139
THUMPD2	2185
THUMPD3	132
THUMPD3-AS1	750
THUMPD3P1	987
THY1	129
THYN1	434
TIA1	103
TIAF1	371
TIAL1	215
TIAM1	519
TIAM2	111
TICAM1	69
TICAM2	103
TICRR	353
TIE1	66
TIFA	273
TIFAB	514
TIGAR	680
TIGD1	629
TIGD2	573
TIGD3	78
TIGD4	310
TIGD5	72
TIGD6	80
TIGD7	52
TIGIT	379
TIMD4	818
TIMELESS	70
TIMM10	91
TIMM10B	42
TIMM13	351
TIMM17A	126
TIMM17B	233
TIMM17BP1	1097
TIMM21	1195
TIMM22	285
TIMM23	58
TIMM23B	15
TIMM23B-AGAP6	142
TIMM29	67
TIMM44	97
TIMM50	174
TIMM8A	278
TIMM8AP1	709
TIMM8B	71
TIMM8BP1	122
TIMM8BP2	1022
TIMM9	685
TIMM9P1	238
TIMM9P2	82
TIMM9P3	667
TIMMDC1	162
TIMP1	183
TIMP2	138
TIMP3	611
TIMP4	656
TINAG	642
TINAGL1	439
TINCR	1851
TINF2	34
TIPARP	1745
TIPARP-AS1	382
TIPIN	63
TIPRL	469
TIRAP	74
TJAP1	54
TJP1	534
TJP2	448
TJP3	100
TK1	56
TK2	28
TKFC	103
TKT	147
TKTL1	162
TKTL2	998
TLCD1	17
TLCD2	29
TLCD3A	144
TLCD3B	195
TLCD4	168
TLCD4-RWDD3	81
TLCD5	609
TLDC2	141
TLE1	1451
TLE1P1	505
TLE2	157
TLE3	1308
TLE4	922
TLE5	350
TLE6	130
TLE7	601
TLK1	342
TLK1P1	96
TLK2	39
TLK2P1	432
TLK2P2	85
TLL1	3991
TLL2	292
TLN1	42
TLN2	281
TLNRD1	452
TLR1	157
TLR10	172
TLR12P	408
TLR2	102
TLR3	662
TLR4	807
TLR5	1603
TLR6	227
TLR7	385
TLR8	581
TLR8-AS1	1031
TLR9	26
TLX1	1161
TLX1NB	936
TLX2	208
TLX3	780
TM2D1	190
TM2D2	38
TM2D3	224
TM4SF1	68
TM4SF18	204
TM4SF19	14
TM4SF19-AS1	228
TM4SF19-TCTEX1D2	13
TM4SF1-AS1	572
TM4SF20	297
TM4SF4	259
TM4SF5	131
TM6SF1	1319
TM6SF2	307
TM7SF2	13
TM7SF3	126
TM9SF1	26
TM9SF2	324
TM9SF3	1151
TM9SF4	298
TMA16	173
TMA16P1	404
TMA16P2	394
TMA7	61
TMBIM1	80
TMBIM4	124
TMBIM6	248
TMBIM7P	179
TMC1	325
TMC2	207
TMC3	1523
TMC3-AS1	961
TMC4	84
TMC5	225
TMC6	98
TMC7	161
TMC8	69
TMCC1	106
TMCC1-AS1	261
TMCC1P1	350
TMCC2	240
TMCC3	713
TMCO1	92
TMCO1-AS1	105
TMCO2	132
TMCO3	280
TMCO4	392
TMCO5A	1809
TMCO5B	779
TMCO6	31
TMDD1	417
TMED1	179
TMED10	27
TMED10P1	20
TMED10P2	376
TMED11P	239
TMED2	86
TMED2-DT	121
TMED3	625
TMED4	216
TMED5	111
TMED6	8
TMED7	133
TMED7-TICAM2	20
TMED8	113
TMED9	151
TMEFF1	134
TMEFF2	1169
TMEM100	663
TMEM101	407
TMEM102	38
TMEM104	583
TMEM106A	72
TMEM106B	2288
TMEM106C	760
TMEM107	19
TMEM108	720
TMEM108-AS1	1382
TMEM109	225
TMEM11	164
TMEM114	294
TMEM115	1080
TMEM116	65
TMEM117	1544
TMEM119	255
TMEM120A	184
TMEM120B	46
TMEM121	589
TMEM121B	191
TMEM123	267
TMEM125	154
TMEM126A	547
TMEM126B	252
TMEM127	216
TMEM128	334
TMEM129	395
TMEM130	465
TMEM131	1807
TMEM131L	91
TMEM132A	430
TMEM132B	817
TMEM132C	722
TMEM132D	1353
TMEM132D-AS1	1004
TMEM132D-AS2	687
TMEM132E	2948
TMEM134	87
TMEM135	217
TMEM138	30
TMEM139	63
TMEM140	14
TMEM141	39
TMEM143	255
TMEM144	21
TMEM145	110
TMEM147	288
TMEM147-AS1	347
TMEM14A	24
TMEM14B	89
TMEM14C	134
TMEM14DP	213
TMEM14EP	232
TMEM150A	47
TMEM150B	15
TMEM150C	152
TMEM151A	107
TMEM151B	274
TMEM154	449
TMEM155	429
TMEM156	353
TMEM158	605
TMEM159	373
TMEM160	738
TMEM161A	181
TMEM161B	1046
TMEM161B-AS1	1952
TMEM161BP1	38
TMEM163	1070
TMEM164	1400
TMEM165	76
TMEM167A	244
TMEM167B	48
TMEM168	164
TMEM169	265
TMEM17	326
TMEM170A	111
TMEM170B	65
TMEM171	427
TMEM174	1170
TMEM175	207
TMEM176A	566
TMEM176B	761
TMEM177	693
TMEM178A	851
TMEM178B	543
TMEM179	882
TMEM179B	63
TMEM18	1062
TMEM181	375
TMEM182	1361
TMEM183A	427
TMEM183AP1	53
TMEM183B	280
TMEM184A	104
TMEM184B	125
TMEM184C	214
TMEM185A	135
TMEM185AP1	8
TMEM185B	894
TMEM186	118
TMEM187	846
TMEM189	69
TMEM189-UBE2V1	109
TMEM18-DT	675
TMEM19	125
TMEM190	301
TMEM191A	99
TMEM191B	2
TMEM191C	7
TMEM192	158
TMEM196	179
TMEM198	353
TMEM198B	81
TMEM199	30
TMEM200A	1531
TMEM200B	168
TMEM200C	1328
TMEM201	511
TMEM202	180
TMEM202-AS1	216
TMEM203	39
TMEM204	114
TMEM205	47
TMEM207	1082
TMEM208	43
TMEM209	469
TMEM210	55
TMEM211	369
TMEM212	543
TMEM212-AS1	822
TMEM212-IT1	209
TMEM213	1277
TMEM214	95
TMEM215	653
TMEM216	54
TMEM217	340
TMEM218	581
TMEM219	73
TMEM220	63
TMEM220-AS1	506
TMEM221	27
TMEM222	217
TMEM225	236
TMEM225B	109
TMEM229A	1534
TMEM229B	142
TMEM230	10
TMEM231	131
TMEM231P1	23
TMEM232	1279
TMEM233	1676
TMEM234	50
TMEM235	172
TMEM236	264
TMEM237	289
TMEM238	50
TMEM238L	60
TMEM239	93
TMEM240	92
TMEM241	427
TMEM242	904
TMEM243	320
TMEM244	816
TMEM245	228
TMEM246-AS1	188
TMEM247	173
TMEM248	34
TMEM248P1	837
TMEM249	109
TMEM25	19
TMEM250	722
TMEM251	139
TMEM251P1	1413
TMEM252	496
TMEM252-DT	727
TMEM253	47
TMEM254	158
TMEM254-AS1	22
TMEM255A	712
TMEM255B	383
TMEM256	111
TMEM256P1	217
TMEM256P2	1025
TMEM256-PLSCR3	92
TMEM258	192
TMEM259	69
TMEM26	1483
TMEM260	689
TMEM262	81
TMEM263	426
TMEM265	29
TMEM266	498
TMEM267	164
TMEM268	821
TMEM269	57
TMEM26-AS1	1084
TMEM270	584
TMEM271	834
TMEM272	356
TMEM273	532
TMEM274P	213
TMEM275	682
TMEM30A	66
TMEM30B	947
TMEM30CP	433
TMEM31	862
TMEM33	66
TMEM35A	783
TMEM35B	61
TMEM37	218
TMEM38A	99
TMEM38B	317
TMEM39A	110
TMEM39B	111
TMEM40	330
TMEM41A	405
TMEM41B	234
TMEM42	4
TMEM43	303
TMEM44	41
TMEM44-AS1	212
TMEM45A	283
TMEM45B	1104
TMEM47	1421
TMEM50A	53
TMEM50B	170
TMEM51	4302
TMEM51-AS1	707
TMEM52	695
TMEM52B	194
TMEM53	2137
TMEM54	484
TMEM59	269
TMEM59L	220
TMEM60	933
TMEM61	636
TMEM62	32
TMEM63A	80
TMEM63B	340
TMEM63C	83
TMEM64	322
TMEM65	615
TMEM67	85
TMEM68	649
TMEM69	103
TMEM70	83
TMEM71	338
TMEM72	285
TMEM72-AS1	670
TMEM74	1164
TMEM74B	877
TMEM75	413
TMEM78	637
TMEM79	73
TMEM80	246
TMEM81	1463
TMEM82	124
TMEM86A	307
TMEM86B	32
TMEM87A	154
TMEM87B	422
TMEM88	28
TMEM88B	90
TMEM89	30
TMEM8B	202
TMEM9	390
TMEM91	14
TMEM92	565
TMEM92-AS1	805
TMEM94	20
TMEM95	75
TMEM97	222
TMEM97P1	41
TMEM97P2	2633
TMEM98	478
TMEM99	217
TMEM9B	102
TMEM9B-AS1	258
TMF1	79
TMF1P1	1907
TMIE	546
TMIGD1	91
TMIGD2	309
TMIGD3	205
TMLHE	338
TMLHE-AS1	332
TMOD1	234
TMOD2	480
TMOD3	177
TMOD4	53
TMPO	281
TMPO-AS1	147
TMPOP1	318
TMPOP2	830
TMPPE	171
TMPRSS11A	319
TMPRSS11B	279
TMPRSS11BNL	325
TMPRSS11CP	207
TMPRSS11D	289
TMPRSS11E	286
TMPRSS11F	175
TMPRSS11GP	273
TMPRSS12	151
TMPRSS13	990
TMPRSS15	547
TMPRSS2	256
TMPRSS3	189
TMPRSS4	1112
TMPRSS5	864
TMPRSS6	456
TMPRSS7	99
TMPRSS9	119
TMSB10	35
TMSB10P1	861
TMSB10P2	2294
TMSB15A	458
TMSB15B	851
TMSB15B-AS1	380
TMSB4X	845
TMSB4XP1	271
TMSB4XP2	358
TMSB4XP3	260
TMSB4XP4	22
TMSB4XP6	762
TMSB4XP8	3054
TMSB4Y	8
TMTC1	1037
TMTC2	433
TMTC3	502
TMTC4	320
TMUB1	63
TMUB2	34
TMX1	498
TMX2	5
TMX2P1	417
TMX3	488
TMX4	639
TNC	680
TNF	108
TNFAIP1	53
TNFAIP2	37
TNFAIP3	224
TNFAIP6	448
TNFAIP8	136
TNFAIP8L1	102
TNFAIP8L2	88
TNFAIP8L3	680
TNFRSF10A	111
TNFRSF10A-AS1	146
TNFRSF10B	115
TNFRSF10C	235
TNFRSF10D	302
TNFRSF11A	210
TNFRSF11B	365
TNFRSF12A	93
TNFRSF13B	169
TNFRSF13C	317
TNFRSF14	481
TNFRSF14-AS1	400
TNFRSF17	234
TNFRSF18	341
TNFRSF19	807
TNFRSF1A	157
TNFRSF1B	268
TNFRSF21	442
TNFRSF25	257
TNFRSF4	143
TNFRSF6B	106
TNFRSF8	274
TNFRSF9	377
TNFSF10	150
TNFSF11	1222
TNFSF12	118
TNFSF13	18
TNFSF13B	563
TNFSF14	428
TNFSF15	238
TNFSF18	513
TNFSF4	260
TNFSF8	283
TNFSF9	413
TNIK	246
TNIP1	157
TNIP2	214
TNIP3	529
TNK1	104
TNK2	251
TNK2-AS1	101
TNKS	1985
TNKS1BP1	240
TNKS2	923
TNKS2-AS1	71
TNMD	3084
TNN	434
TNNC1	127
TNNC2	169
TNNI1	237
TNNI2	213
TNNI3	286
TNNI3K	469
TNNT1	84
TNNT2	899
TNNT3	166
TNP1	45
TNP2	47
TNPO1	194
TNPO1P1	249
TNPO1P2	6
TNPO1P3	36
TNPO2	4
TNPO3	39
TNR	780
TNRC18	316
TNRC18P1	74
TNRC18P2	98
TNRC18P3	87
TNRC6A	618
TNRC6B	255
TNRC6C	181
TNRC6C-AS1	146
TNR-IT1	3365
TNS1	140
TNS2	66
TNS3	359
TNS4	251
TNXA	7
TNXB	15
TOB1	84
TOB1-AS1	83
TOB2	59
TOB2P1	597
TOE1	158
TOGARAM1	58
TOGARAM2	265
TOLLIP	107
TOLLIP-AS1	169
TOM1	82
TOM1L1	448
TOM1L2	22
TOMM20	40
TOMM20L	88
TOMM20P1	505
TOMM20P2	144
TOMM20P3	342
TOMM20P4	850
TOMM22	39
TOMM22P1	2
TOMM22P2	1
TOMM22P3	871
TOMM22P4	1290
TOMM22P5	921
TOMM22P6	2328
TOMM34	97
TOMM40	84
TOMM40L	288
TOMM40P1	14
TOMM40P2	40
TOMM40P3	680
TOMM40P4	222
TOMM5	228
TOMM6	18
TOMM7	187
TOMM70	544
TONSL	34
TONSL-AS1	68
TOP1	59
TOP1MT	61
TOP2A	49
TOP2B	80
TOP3A	68
TOP3B	637
TOP3BP1	387
TOPAZ1	543
TOPBP1	155
TOPORS	129
TOPORSLP	1100
TOR1A	195
TOR1AIP1	140
TOR1AIP2	41
TOR1B	56
TOR1BP1	311
TOR2A	451
TOR3A	138
TOR4A	109
TOX	509
TOX2	740
TOX3	943
TOX4	46
TOX4P1	238
TP53	1315
TP53AIP1	295
TP53BP1	199
TP53BP2	130
TP53I11	2144
TP53I13	78
TP53I3	49
TP53INP1	131
TP53INP2	145
TP53RK	681
TP53TG1	475
TP53TG3D	22
TP53TG3GP	130
TP53TG3HP	92
TP53TG5	230
TP63	1144
TP73	75
TP73-AS1	518
TPBG	2039
TPBGL	846
TPCN1	95
TPCN2	279
TPD52	125
TPD52L1	238
TPD52L2	17
TPD52L3	498
TPGS1	173
TPGS2	1637
TPH1	231
TPH2	861
TPI1	28
TPI1P1	310
TPI1P2	344
TPI1P3	38
TPI1P4	950
TPK1	82
TPM1	459
TPM1-AS	936
TPM2	66
TPM3	106
TPM3P1	117
TPM3P2	645
TPM3P3	2407
TPM3P4	297
TPM3P6	22
TPM3P7	104
TPM3P8	275
TPM3P9	58
TPM4	35
TPM4P1	219
TPMT	76
TPMTP1	442
TPMTP2	353
TPMTP3	476
TPMTP4	334
TPO	1621
TPP1	245
TPP2	938
TPPP	297
TPPP2	69
TPPP3	388
TPR	412
TPRA1	826
TPRG1	648
TPRG1-AS1	443
TPRG1-AS2	834
TPRG1L	1816
TPRG1LP1	148
TPRKB	111
TPRKBP1	57
TPRKBP2	194
TPRN	19
TPRX1	290
TPRX1P1	247
TPRX2P	565
TPRXL	178
TPSAB1	144
TPSB2	139
TPSD1	419
TPSG1	123
TPSP2	177
TPST1	157
TPST2	242
TPST2P1	593
TPT1	312
TPT1-AS1	3
TPT1P1	1769
TPT1P10	127
TPT1P11	263
TPT1P12	213
TPT1P13	2173
TPT1P14	994
TPT1P2	98
TPT1P3	530
TPT1P4	181
TPT1P5	80
TPT1P6	294
TPT1P7	359
TPT1P8	421
TPT1P9	2218
TPTE	1109
TPTE2	38
TPTE2P1	145
TPTE2P2	180
TPTE2P4	28
TPTE2P5	59
TPTE2P6	64
TPTEP1	192
TPTEP2	91
TPTEP2-CSNK1E	3
TPX2	191
TRA2A	77
TRA2B	500
TRABD	148
TRABD2A	339
TRABD2B	2206
TRAC	29
TRADD	75
TRAF1	438
TRAF2	47
TRAF3	219
TRAF3IP1	147
TRAF3IP2	315
TRAF3IP2-AS1	46
TRAF3IP3	332
TRAF4	73
TRAF5	121
TRAF6	403
TRAF6P1	921
TRAF7	178
TRAFD1	136
TRAIP	47
TRAJ1	58
TRAJ10	11
TRAJ11	8
TRAJ12	5
TRAJ13	7
TRAJ14	13
TRAJ16	16
TRAJ17	9
TRAJ18	16
TRAJ19	10
TRAJ2	14
TRAJ20	10
TRAJ21	7
TRAJ22	7
TRAJ23	6
TRAJ24	9
TRAJ25	7
TRAJ26	12
TRAJ27	14
TRAJ28	8
TRAJ29	2
TRAJ3	7
TRAJ30	8
TRAJ31	7
TRAJ32	5
TRAJ33	6
TRAJ34	5
TRAJ35	17
TRAJ36	11
TRAJ37	17
TRAJ38	15
TRAJ39	15
TRAJ4	3
TRAJ40	21
TRAJ41	14
TRAJ42	10
TRAJ43	16
TRAJ44	15
TRAJ45	4
TRAJ46	5
TRAJ47	21
TRAJ48	27
TRAJ49	16
TRAJ5	16
TRAJ50	17
TRAJ51	18
TRAJ52	34
TRAJ53	18
TRAJ54	7
TRAJ55	12
TRAJ56	6
TRAJ57	8
TRAJ58	18
TRAJ59	4
TRAJ6	16
TRAJ60	10
TRAJ61	33
TRAJ7	18
TRAJ8	11
TRAJ9	16
TRAK1	197
TRAK2	282
TRAM1	118
TRAM1L1	1201
TRAM2	626
TRAM2-AS1	231
TRANK1	70
TRAP1	216
TRAPPC1	219
TRAPPC10	113
TRAPPC11	465
TRAPPC12	338
TRAPPC12-AS1	148
TRAPPC13	103
TRAPPC13P1	810
TRAPPC2	2757
TRAPPC2B	17
TRAPPC2L	303
TRAPPC2P2	1971
TRAPPC3	213
TRAPPC3L	326
TRAPPC4	36
TRAPPC5	409
TRAPPC6A	740
TRAPPC6B	71
TRAPPC8	458
TRAPPC9	1417
TRARG1	102
TRAT1	1184
TRAV10	73
TRAV1-1	265
TRAV11	78
TRAV1-2	223
TRAV12-1	72
TRAV12-2	105
TRAV12-3	98
TRAV13-1	152
TRAV13-2	86
TRAV14DV4	71
TRAV15	58
TRAV16	96
TRAV17	50
TRAV18	21
TRAV19	54
TRAV2	200
TRAV20	114
TRAV21	69
TRAV22	67
TRAV23DV6	66
TRAV24	85
TRAV25	68
TRAV26-1	73
TRAV26-2	44
TRAV27	61
TRAV28	54
TRAV29DV5	44
TRAV3	116
TRAV30	43
TRAV31	64
TRAV32	52
TRAV33	42
TRAV34	59
TRAV35	71
TRAV36DV7	95
TRAV37	159
TRAV38-1	73
TRAV38-2DV8	94
TRAV39	157
TRAV4	137
TRAV40	75
TRAV41	315
TRAV5	45
TRAV6	96
TRAV7	133
TRAV8-1	98
TRAV8-2	65
TRAV8-3	90
TRAV8-4	44
TRAV8-5	76
TRAV8-6	72
TRAV8-7	98
TRAV9-1	65
TRAV9-2	78
TRBC1	38
TRBC2	337
TRBD1	77
TRBJ1-1	15
TRBJ1-2	8
TRBJ1-3	10
TRBJ1-4	11
TRBJ1-5	8
TRBJ1-6	34
TRBJ2-1	63
TRBJ2-2	7
TRBJ2-2P	2
TRBJ2-3	3
TRBJ2-4	3
TRBJ2-5	2
TRBJ2-6	6
TRBJ2-7	72
TRBV1	106
TRBV10-1	93
TRBV10-2	68
TRBV10-3	61
TRBV11-1	55
TRBV11-2	84
TRBV11-3	39
TRBV12-1	59
TRBV12-2	69
TRBV12-3	38
TRBV12-4	90
TRBV12-5	68
TRBV13	70
TRBV14	39
TRBV15	43
TRBV16	75
TRBV17	94
TRBV18	84
TRBV19	52
TRBV2	50
TRBV20-1	87
TRBV20OR9-2	113
TRBV21-1	50
TRBV21OR9-2	30
TRBV22-1	63
TRBV22OR9-2	65
TRBV23-1	80
TRBV23OR9-2	75
TRBV24-1	57
TRBV24OR9-2	84
TRBV25-1	43
TRBV25OR9-2	36
TRBV26	110
TRBV26OR9-2	55
TRBV27	62
TRBV28	42
TRBV29-1	89
TRBV29OR9-2	259
TRBV30	574
TRBV3-1	85
TRBV4-1	69
TRBV4-2	106
TRBV5-1	77
TRBV5-2	78
TRBV5-3	32
TRBV5-4	68
TRBV5-5	45
TRBV5-6	82
TRBV5-7	84
TRBV6-1	76
TRBV6-2	80
TRBV6-4	42
TRBV6-5	28
TRBV6-6	62
TRBV6-7	49
TRBV6-8	75
TRBV7-1	127
TRBV7-2	82
TRBV7-3	21
TRBV7-4	24
TRBV7-5	71
TRBV7-6	59
TRBV7-7	73
TRBV7-9	120
TRBV8-1	68
TRBV8-2	22
TRBV9	40
TRBVA	74
TRBVB	114
TRDC	12
TRDD1	22
TRDD2	18
TRDD3	13
TRDJ1	10
TRDJ2	11
TRDJ3	20
TRDJ4	13
TRDMT1	514
TRDN	2771
TRDN-AS1	741
TRDV1	58
TRDV2	40
TRDV3	322
TREH	142
TREHP1	149
TREM1	180
TREM2	179
TREML1	175
TREML2	262
TREML3P	316
TREML4	552
TREML5P	120
TRERF1	784
TRERNA1	494
TREX1	383
TREX2	669
TRG-AS1	875
TRGC1	1
TRGC2	565
TRGJ1	22
TRGJ2	25
TRGJP	12
TRGJP1	41
TRGJP2	20
TRGV1	451
TRGV10	53
TRGV11	90
TRGV2	11
TRGV3	6
TRGV4	1
TRGV5	3
TRGV5P	3
TRGV6	5
TRGV7	14
TRGV8	26
TRGV9	39
TRGVA	35
TRGVB	36
TRH	528
TRHDE	1765
TRHDE-AS1	797
TRHR	1135
TRIAP1	275
TRIAP1P1	288
TRIB1	444
TRIB2	1928
TRIB3	127
TRIL	1894
TRIM10	331
TRIM11	65
TRIM13	105
TRIM14	497
TRIM15	335
TRIM16	52
TRIM16L	72
TRIM17	98
TRIM2	768
TRIM21	146
TRIM22	52
TRIM23	259
TRIM24	418
TRIM25	162
TRIM26	280
TRIM26BP	303
TRIM27	105
TRIM28	247
TRIM29	1344
TRIM3	89
TRIM31	338
TRIM31-AS1	410
TRIM32	906
TRIM33	536
TRIM34	64
TRIM35	615
TRIM36	334
TRIM36-IT1	442
TRIM37	505
TRIM38	265
TRIM39	47
TRIM39-RPP21	2
TRIM4	73
TRIM40	589
TRIM41	27
TRIM42	2024
TRIM43	2
TRIM43B	2
TRIM43CP	40
TRIM44	169
TRIM45	560
TRIM46	112
TRIM47	106
TRIM48	599
TRIM49	25
TRIM49B	175
TRIM49C	32
TRIM49D1	22
TRIM49D2	18
TRIM5	205
TRIM50	72
TRIM51	440
TRIM51BP	21
TRIM51CP	32
TRIM51DP	94
TRIM51EP	1
TRIM51FP	32
TRIM51GP	163
TRIM51HP	40
TRIM51JP	142
TRIM52	89
TRIM52-AS1	26
TRIM53AP	5
TRIM53BP	10
TRIM53CP	79
TRIM54	213
TRIM55	202
TRIM56	154
TRIM58	166
TRIM59	180
TRIM6	86
TRIM60	50
TRIM60P13	348
TRIM60P14	267
TRIM60P15	81
TRIM60P16	114
TRIM60P17	123
TRIM60P18	54
TRIM60P19	187
TRIM61	168
TRIM62	417
TRIM63	779
TRIM64B	9
TRIM64C	37
TRIM64DP	10
TRIM64EP	14
TRIM64FP	54
TRIM65	34
TRIM66	1554
TRIM67	683
TRIM68	296
TRIM69	168
TRIM6-TRIM34	45
TRIM7	58
TRIM71	252
TRIM72	357
TRIM73	3
TRIM74	4
TRIM75P	230
TRIM77	47
TRIM77BP	66
TRIM8	92
TRIM80P	55
TRIM9	485
TRIML1	113
TRIML2	506
TRIO	1229
TRIOBP	137
TRIP10	707
TRIP11	208
TRIP12	1792
TRIP13	333
TRIP4	90
TRIP6	128
TRIQK	526
TRIR	32
TRIT1	224
TRMO	982
TRMT1	21
TRMT10A	326
TRMT10B	940
TRMT10BP1	1412
TRMT10C	192
TRMT11	262
TRMT112	57
TRMT112P1	707
TRMT112P2	494
TRMT112P3	295
TRMT112P4	140
TRMT112P5	1599
TRMT112P6	237
TRMT112P7	1835
TRMT12	511
TRMT13	79
TRMT1L	52
TRMT2A	48
TRMT2B	709
TRMT2B-AS1	609
TRMT44	158
TRMT5	319
TRMT6	65
TRMT61A	150
TRMT61B	212
TRMT9B	458
TRMU	1253
TRNAU1AP	27
TRNP1	797
TRNT1	71
TRO	656
TROAP	357
TRPA1	867
TRPC1	208
TRPC2	288
TRPC3	490
TRPC4	661
TRPC4AP	34
TRPC5	1413
TRPC5OS	1019
TRPC6	824
TRPC6P	173
TRPC7	222
TRPC7-AS1	810
TRPC7-AS2	831
TRPM1	367
TRPM2	174
TRPM2-AS	282
TRPM3	949
TRPM4	349
TRPM5	1352
TRPM6	569
TRPM7	213
TRPM8	637
TRPS1	1770
TRPT1	81
TRPV1	168
TRPV2	76
TRPV3	120
TRPV4	601
TRPV5	297
TRPV6	260
TRRAP	1897
TRUB1	136
TRUB2	96
TSACC	165
TSBP1	428
TSBP1-AS1	604
TSC1	1429
TSC2	39
TSC22D1	483
TSC22D1-AS1	244
TSC22D2	331
TSC22D3	1306
TSC22D4	15
TSEN15	1289
TSEN15P1	98
TSEN15P2	488
TSEN15P3	304
TSEN2	176
TSEN2P1	800
TSEN34	119
TSEN54	261
TSFM	24
TSG101	74
TSGA10	335
TSGA10IP	144
TSGA13	157
TSHB	499
TSHR	281
TSHZ1	694
TSHZ2	369
TSHZ3	3303
TSIX	163
TSKS	53
TSKU	169
TSLP	570
TSN	383
TSNARE1	3109
TSNAX	600
TSNAX-DISC1	546
TSNAXIP1	148
TSPAN1	305
TSPAN10	148
TSPAN11	249
TSPAN12	423
TSPAN13	428
TSPAN14	480
TSPAN15	246
TSPAN16	125
TSPAN17	936
TSPAN18	550
TSPAN18-AS1	1791
TSPAN19	2599
TSPAN2	1099
TSPAN3	492
TSPAN31	130
TSPAN32	779
TSPAN33	201
TSPAN4	75
TSPAN5	472
